lastTransactionID,positions[0].commission,positions[0].financing,positions[0].guaranteedExecutionFees,positions[0].instrument,positions[0].long.financing,positions[0].long.guaranteedExecutionFees,positions[0].long.pl,positions[0].long.resettablePL,positions[0].long.units,positions[0].long.unrealizedPL,positions[0].marginUsed,positions[0].pl,positions[0].resettablePL,positions[0].short.financing,positions[0].short.guaranteedExecutionFees,positions[0].short.pl,positions[0].short.resettablePL,positions[0].short.units,positions[0].short.unrealizedPL,positions[0].unrealizedPL,positions[1].commission,positions[1].financing,positions[1].guaranteedExecutionFees,positions[1].instrument,positions[1].long.financing,positions[1].long.guaranteedExecutionFees,positions[1].long.pl,positions[1].long.resettablePL,positions[1].long.units,positions[1].long.unrealizedPL,positions[1].marginUsed,positions[1].pl,positions[1].resettablePL,positions[1].short.financing,positions[1].short.guaranteedExecutionFees,positions[1].short.pl,positions[1].short.resettablePL,positions[1].short.units,positions[1].short.unrealizedPL,positions[1].unrealizedPL,positions[2].commission,positions[2].financing,positions[2].guaranteedExecutionFees,positions[2].instrument,positions[2].long.financing,positions[2].long.guaranteedExecutionFees,positions[2].long.pl,positions[2].long.resettablePL,positions[2].long.units,positions[2].long.unrealizedPL,positions[2].marginUsed,positions[2].pl,positions[2].resettablePL,positions[2].short.financing,positions[2].short.guaranteedExecutionFees,positions[2].short.pl,positions[2].short.resettablePL,positions[2].short.units,positions[2].short.unrealizedPL,positions[2].unrealizedPL
412,0.0000,-0.6739,0.0000,USD_JPY,14.9403,0.0000,-1961.3274,-1961.3274,0,0.0000,0.0000,-2289.4732,-2289.4732,-15.6142,0.0000,-328.1458,-328.1458,0,0.0000,0.0000,0.0000,85.1557,0.0000,EUR_USD,-214.0586,0.0000,-3677.0000,-3677.0000,0,0.0000,0.0000,-6769.1000,-6769.1000,299.2143,0.0000,-3092.1000,-3092.1000,0,0.0000,0.0000,0.0000,-14.6198,0.0000,USD_CAD,-6.7285,0.0000,1544.7847,1544.7847,0,0.0000,0.0000,2337.1105,2337.1105,-7.8913,0.0000,792.3258,792.3258,0,0.0000,0.0000
